draw,capability,pct_nodes_changed,mean_abs_score_delta,max_weight
84,nutrition,0.12795905310300704,0.00025591810620601403,0.5069181111789256
85,nutrition,0.5758157389635317,0.0011516314779270631,0.5471901541860037
86,nutrition,0.5758157389635317,0.0011516314779270631,0.5501538947745432
87,nutrition,0.5118362124120281,0.0010236724248240564,0.5397613449499938
88,nutrition,0.3198976327575176,0.0006397952655150351,0.5291322572827748
89,nutrition,0.0,0.0,0.5093170336153645
90,nutrition,1.0236724248240563,0.0020473448496481127,0.5728565294931531
91,nutrition,0.3838771593090211,0.000767754318618042,0.5305757908728822
92,nutrition,0.7037747920665387,0.0014075495841330775,0.5540149862815573
93,nutrition,1.983365323096609,0.003966730646193219,0.6197630356856921
94,nutrition,0.8957133717210494,0.0017914267434420985,0.5701399013868871
95,nutrition,1.0236724248240563,0.0020473448496481123,0.6040649796132926
96,nutrition,0.0,0.0,0.5070992378683524
97,nutrition,0.3198976327575176,0.0006397952655150351,0.5288186686549637
98,nutrition,0.9596928982725527,0.0019193857965451055,0.5623232113972757
99,nutrition,0.7037747920665387,0.0014075495841330775,0.5543812415973356
100,nutrition,0.7037747920665387,0.0014075495841330775,0.5544665962384959
101,nutrition,0.12795905310300704,0.0002559181062060141,0.5228478923251051
102,nutrition,0.6397952655150352,0.0012795905310300703,0.5495927231657979
103,nutrition,0.8957133717210494,0.0017914267434420985,0.5835178946243145
104,nutrition,0.0,0.0,0.5005686278856866
105,nutrition,0.0,0.0,0.502364940681121
106,nutrition,0.06397952655150352,0.00012795905310300702,0.5027303103578777
107,nutrition,1.2156110044785668,0.0024312220089571335,0.6215660066573467
108,nutrition,0.5758157389635317,0.0011516314779270631,0.5501263088198188
109,nutrition,0.12795905310300704,0.00025591810620601403,0.5064506907299136
110,nutrition,0.19193857965451055,0.000383877159309021,0.519801083718492
111,nutrition,0.5758157389635317,0.0011516314779270631,0.5453590438730648
112,nutrition,0.3838771593090211,0.000767754318618042,0.5300634051228543
113,nutrition,0.8957133717210494,0.0017914267434420985,0.5701667030386607
114,nutrition,0.06397952655150352,0.00012795905310300702,0.5182463783296956
115,nutrition,0.3198976327575176,0.0006397952655150352,0.5343514539663727
116,nutrition,0.3198976327575176,0.0006397952655150352,0.5355750019045827
117,nutrition,1.1516314779270633,0.0023032629558541267,0.6143662423274087
118,nutrition,1.599488163787588,0.003198976327575176,0.6089423691316234
119,nutrition,1.6634676903390915,0.0033269353806781826,0.6106996590751593
120,nutrition,0.5118362124120281,0.0010236724248240564,0.5390039125848339
121,nutrition,0.06397952655150352,0.00012795905310300702,0.521857969487945
122,nutrition,0.9596928982725527,0.0019193857965451055,0.5687109278534641
123,nutrition,0.9596928982725527,0.0019193857965451055,0.5859743526004865
