from_lon,from_lat,to_lon,to_lat,google_maps_transit_url,travel_time,wait_time
9.096200000000001,39.229,9.1136,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.096200000000001&destination=39.22%2C9.1136&travelmode=transit&departure_time=1760522400",25,3.3333333333333335
9.096200000000001,39.229,9.114799999999999,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.096200000000001&destination=39.22%2C9.114799999999999&travelmode=transit&departure_time=1760522400",29,3.6333333333333333
9.096200000000001,39.229,9.116,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.096200000000001&destination=39.22%2C9.116&travelmode=transit&departure_time=1760522400",28,3.6333333333333333
9.096200000000001,39.229,9.117199999999999,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.096200000000001&destination=39.22%2C9.117199999999999&travelmode=transit&departure_time=1760522400",27,4.666666666666667
9.096200000000001,39.229,9.1184,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.096200000000001&destination=39.22%2C9.1184&travelmode=transit&departure_time=1760522400",27,4.666666666666667
9.096200000000001,39.229,9.1196,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.096200000000001&destination=39.22%2C9.1196&travelmode=transit&departure_time=1760522400",30,4.666666666666667
9.096200000000001,39.229,9.1208,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.096200000000001&destination=39.22%2C9.1208&travelmode=transit&departure_time=1760522400",29,2.8
9.0974,39.229,9.11,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.0974&destination=39.22%2C9.11&travelmode=transit&departure_time=1760522400",18,1.0333333333333334
9.0974,39.229,9.1112,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.0974&destination=39.22%2C9.1112&travelmode=transit&departure_time=1760522400",31,3.4
9.0974,39.229,9.1124,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.0974&destination=39.22%2C9.1124&travelmode=transit&departure_time=1760522400",23,1.0333333333333334
9.0974,39.229,9.1136,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.0974&destination=39.22%2C9.1136&travelmode=transit&departure_time=1760522400",24,3.4
9.0974,39.229,9.114799999999999,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.0974&destination=39.22%2C9.114799999999999&travelmode=transit&departure_time=1760522400",28,3.566666666666667
9.0974,39.229,9.116,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.0974&destination=39.22%2C9.116&travelmode=transit&departure_time=1760522400",28,3.566666666666667
